Origem/Destino;Paquetá;Freguesia (Ilha);Bancários;Galeão;Tauá;Portuguesa;Moneró;Vigário Geral;Cocotá;Jardim América;Jardim Carioca;Pavuna;Cordovil;Jardim Guanabara;Parada de Lucas;Parque Colúmbia;Praia da Bandeira;Penha Circular;Cacuia;Irajá;Anchieta;Acari;Pitangueiras;Costa Barros;Brás de Pina;Penha;Zumbi;Ribeira;Coelho Neto;Guadalupe;Parque Anchieta;Barros Filho;Vista Alegre;Ricardo de Albuquerque;Colégio;Honório Gurgel;Olaria;Vila da Penha;Maré;Vila Militar;Cidade Universitária;Rocha Miranda;Ramos;Realengo;Vila Kosmos;Marechal Hermes;Vicente de Carvalho;Paciência;Engenho da Rainha;Complexo do Alemão;Vaz Lobo;Padre Miguel;Bento Ribeiro;Turiaçú;Bonsucesso;Inhaúma;Tomás Coelho;Santíssimo;Madureira;Osvaldo Cruz;Santa Cruz;Magalhães Bastos;Senador Camará;Cavalcanti;Campo dos Afonsos;Higienópolis;Manguinhos;Engenheiro Leal;Pilares;Del Castilho;Piedade;Cascadura;Vila Valqueire;Maria da Graça;Quintino Bocaiúva;Jardim Sulacap;Campinho;Abolição;Senador Vasconcelos;Cosmos;Jacarezinho;Cachambi;Praça Seca;Benfica;Engenho de Dentro;São Cristóvão;Vasco da Gama;Inhoaíba;Todos os Santos;Jacaré;Encantado;Rocha;Méier;Gamboa;Santo Cristo;Centro;Sampaio;Riachuelo;Saúde;São Francisco Xavier;Engenho Novo;Mangueira;Tanque;Taquara;Água Santa;Lins de Vasconcelos;Freguesia (Jacarepaguá);Cidade Nova;Praça da Bandeira;Vila Isabel;Maracanã;Glória;Rio Comprido;Santa Teresa;Estácio;Tijuca;Catumbi;Grajaú;Pechincha;Andaraí;Catete;Flamengo;Laranjeiras;Guaratiba;Vargem Grande;Alto da Boa Vista;Cosme Velho;Curicica;Botafogo;Urca;Cidade de Deus;Sepetiba;Anil;Jacarepaguá;Camorim;Humaitá;Gardênia Azul;Jardim Botânico;Vargem Pequena;Copacabana;Leme;Lagoa;Itanhangá;Gávea;Barra da Tijuca;Leblon;Ipanema;São Conrado;Rocinha;Pedra de Guaratiba;Recreio dos Bandeirantes;Vidigal;Joá;Barra de Guaratiba;Grumari;Caju;Deodoro;Lapa;Campo Grande;Bangu;Gericinó;Jabour;Vila Kennedy;Ilha de Guaratiba
Saúde;4569;23629;21420;16961;20616;19345;20162;22652;21557;21536;19840;25761;18320;19281;23383;27062;21931;16958;21265;23640;32637;24156;21558;27482;18859;17137;22125;23228;26826;26925;33387;25518;22781;30807;20401;27128;14160;18704;10786;32075;11594;21544;13943;35726;17970;31396;19769;57251;16497;13624;20858;38217;23907;22350;10865;13859;16225;46377;30289;23095;65901;33010;42704;17484;35504;11253;10351;18659;15057;13495;15638;21753;26138;12867;20500;30929;22483;16883;47775;58301;11317;12273;28312;8510;14429;6099;6961;54595;13089;10119;17752;9020;11876;948;2451;1952;9462;9030;0;7595;11175;8095;25885;27902;17970;12707;22690;3717;4256;8424;5955;7692;6905;7752;5851;9116;4937;11158;24824;9822;4576;7858;8172;55660;44942;16975;8515;33052;8895;10945;28039;70086;27138;34315;37705;11770;27141;12697;39765;11261;11133;11536;26465;14835;31133;14350;14715;21645;17519;60263;42699;16712;21085;55379;51642;7025;28156;2704;50231;38989;40426;41747;39285;53953
São Francisco Xavier;9893;23532;21323;16864;20519;19248;20066;18578;21461;19663;19743;17767;16447;19185;21510;17832;21834;15085;21168;13360;30764;16761;21461;25609;16986;15264;22028;23131;24953;25052;31514;23645;14442;28934;13828;25255;9612;12132;8905;30203;11222;14971;9599;33853;11398;15214;13197;55378;9925;8435;14286;36344;14047;13700;7506;7287;9653;44504;14159;13235;64028;20316;40831;10912;16815;6281;6472;12087;7456;8680;8043;11894;16278;5273;9727;24685;12623;8334;45902;56428;3722;4678;15127;4631;6834;4494;5225;52722;5494;3288;7011;5063;4281;9834;7775;8848;1867;1435;9795;0;3580;4017;19641;21658;8514;5112;16446;6178;6210;3586;3862;14587;7880;8726;6825;7024;7750;8020;18580;6150;11472;12833;11573;49416;38698;14883;15595;26808;13724;15136;21795;62640;20894;28071;31461;12765;20897;13692;33521;14721;18310;12531;27459;15830;24889;15345;15709;22639;18514;54019;36455;17706;22080;49135;45398;10386;26283;9600;48358;37116;38553;39874;37412;47709
Engenho Novo;11912;24797;22588;18129;21784;20513;21331;20597;22726;21682;21008;17750;18466;20450;16383;17815;23099;17104;22433;13344;19148;16744;22727;18981;15248;12081;23294;24396;18905;19005;19897;17598;14425;17318;13812;14596;9595;12115;10395;17684;12308;14955;9582;20728;11381;13199;13180;43985;9908;8419;11683;23189;12032;11685;8652;7270;9636;33111;12144;11220;52635;18301;29438;10895;14800;6264;7618;9389;5441;9408;6028;9879;14263;5256;7713;20444;10608;6319;34509;45035;3705;3402;13112;5773;4819;6512;7244;41329;3479;3271;4996;3997;2266;11853;9794;10867;1836;3207;11814;5100;0;6036;15400;17417;6499;3098;12205;8197;8229;4485;5881;16606;9898;10745;8844;6064;9769;4138;14339;4055;13491;14852;13592;45175;34457;14142;17614;22567;15743;17155;17554;58399;16653;23830;27220;14784;16656;15711;29280;16740;20329;14550;17969;17848;20648;17364;17728;24658;20533;49778;32214;19725;24098;44894;41157;12405;16136;11619;36965;25723;27160;28481;26019;43468
Mangueira;8814;21083;18875;14415;18071;16800;17617;16343;19012;17428;17294;21653;14212;16736;19275;20585;19385;12850;18719;14591;28529;20048;19013;23374;14751;13029;19580;20682;22718;22817;29279;21410;18673;26699;15059;23020;8547;13362;6670;27968;9049;16202;8330;31618;12628;16548;14427;53143;11155;8283;15516;34109;15381;17008;5271;8517;10883;42269;17467;14568;61793;28902;38596;12143;18148;5146;4237;13317;9716;8153;9376;13227;17611;6606;11061;25587;13957;11541;43667;54193;5056;6012;22970;2396;8168;2045;2451;50487;6827;3858;8344;2759;5614;6686;6696;7605;3201;2769;6646;1334;4914;0;20543;22560;12628;6446;17348;4934;4967;2911;2557;14632;6636;7483;5582;5719;6507;6811;19482;5476;10229;14799;10330;50318;39600;13578;14638;27710;12767;17886;22697;65979;21796;28973;32363;11808;21799;12735;34423;13764;17353;11574;26502;14873;25791;14388;14753;21682;17557;54921;37357;16749;21123;50037;46300;6709;24048;8356;46123;34881;36318;37639;35177;48611
Tanque;25466;33004;30795;26336;29991;28720;29537;16329;30932;17677;29215;15019;18399;28656;17096;15084;31306;15012;30640;10787;19315;14012;30933;14477;13834;14913;31500;32603;20238;13926;20065;12514;12125;17485;11080;10974;17759;11550;18601;14027;20515;10108;18740;13398;11121;9766;10101;38609;11374;16583;8061;15859;6763;8064;16992;15122;9832;27736;8523;7787;47259;12508;20514;8904;9503;15776;18329;7254;10568;13883;8607;6248;5321;15755;7369;7198;4493;8983;29134;39660;16609;13111;3270;17750;10007;23391;20693;35954;11583;16887;9760;15669;12897;24921;23348;26713;14557;15928;24881;19765;14197;19749;0;4823;8591;12578;4694;24043;24654;17617;18602;32874;26035;26881;24981;18726;25615;16972;2638;16890;30668;33040;29260;36069;23235;30211;34714;7296;32843;36127;5006;49293;7289;6240;13135;31884;7550;32811;18058;33840;36315;31650;23402;27033;11541;28372;34829;25967;25293;40671;23108;27382;25408;35787;32051;23644;12702;27465;31590;20347;21785;19557;20644;34362
Taquara;27194;34732;32524;28064;31720;30449;31266;24088;32661;22542;30943;20257;23264;30385;21954;20322;33034;25695;32368;20078;15649;19251;32662;20697;24313;26756;33229;34331;16572;20140;16399;18733;21259;13820;19484;17490;19488;23801;20330;10361;22243;18838;20468;11269;20961;15763;13402;34944;19488;18312;11362;13730;11754;11364;18721;16851;13132;24070;11823;11087;43594;8842;20397;12204;8014;17505;20057;10554;14551;15611;11908;9548;9474;17484;10669;5709;7794;12284;25468;35994;18338;16205;6571;19479;11735;25119;22421;32288;14183;18615;12609;18269;14456;26650;25076;28442;17157;18527;26610;21494;16797;21477;4144;0;10320;14307;6423;25772;26383;19346;26815;34602;27763;28610;26709;20455;27344;18701;4366;18619;32396;34768;30988;32139;22072;30301;36443;4156;34572;37855;4914;47780;9519;3211;9267;33613;7367;34540;16895;35569;38044;33379;23492;27122;11631;28461;30743;26057;25383;36742;19178;27471;25497;31857;27605;25373;14696;29193;27924;16682;18119;19440;16978;30432
Água Santa;17536;25074;22866;18407;22062;20791;21608;20624;23003;21709;21285;17673;18494;20727;16306;17738;23377;17132;22710;13266;17103;16667;23004;18904;15171;13309;23571;24674;26999;27099;17853;25692;14348;15273;13734;16071;9830;12038;10672;15640;12585;14878;10810;18683;11304;11155;13103;41940;9831;8654;9638;21144;9988;9640;9063;7193;9559;31066;10099;9175;50590;16256;27394;10818;12755;7847;10400;7314;4893;5953;2602;5733;12218;7826;4273;15111;8563;4078;32464;42990;8680;6547;12495;9821;2077;15461;12763;39284;4525;8957;1952;8611;4798;16992;15418;18784;7499;8869;16952;11836;7139;11819;10068;12084;0;3827;6872;16114;16725;12291;17157;24944;18106;18952;17051;13871;17686;8787;9007;12987;22739;25111;21330;39842;29125;21949;26785;17234;24914;28197;12222;53066;11320;18498;21887;23955;11323;24882;23948;25911;28386;23721;27176;27020;15315;26535;26900;29741;29704;44445;26881;28896;29182;39561;35825;15715;28329;19535;34920;23678;25115;26437;23974;38136
Lins de Vasconcelos;13686;27313;25104;20645;24300;23029;23846;22862;25241;23948;23524;19911;20732;22965;18544;19976;25615;19370;24949;15505;18991;18905;25242;21142;17409;15547;25809;26912;29238;29337;19741;27930;16586;17161;15973;14440;12069;14276;12910;17528;14824;17116;13049;20572;13542;13043;15341;43828;12069;10892;11526;23033;11876;11529;11301;9431;11797;32954;11988;11063;52478;18144;29282;13056;14644;8038;9393;9232;5811;8192;5872;9722;14107;7030;7556;18033;10452;6163;34353;44879;5480;5176;15417;7547;2885;8287;9018;41172;3848;5045;4839;5771;2636;13628;11568;12641;3611;4981;13588;6874;2906;7810;12990;15006;4744;0;9795;9971;10004;6259;7655;18381;11673;12519;10618;7838;11543;5706;11929;5623;15265;16627;15366;42765;32047;15917;19388;20156;17517;18929;15144;55989;14243;21420;24810;16558;14246;17485;26870;18514;22103;16324;19743;19623;18237;19138;19503;26432;22307;47367;29804;21499;25873;42483;38747;14179;15979;13393;36809;25566;27004;28325;25863;41058
Freguesia (Jacarepaguá);22265;29803;27595;23135;26791;25520;26337;25353;27732;26438;26014;22402;23223;25456;21034;22467;28105;21860;27439;17995;21832;21395;27733;23633;19900;18038;28300;29402;31728;31828;22581;30421;19077;20002;18463;20799;14559;16767;15401;16715;17314;19606;15539;16086;16032;15883;17832;41298;14559;13383;14367;18547;14716;14369;13792;11922;14287;30424;14828;13904;49948;15196;23202;15547;12192;12576;15128;12043;9622;10682;8712;12563;9321;12555;10397;9886;8493;8807;31822;42348;13409;11276;7269;14550;6806;20190;17492;38642;9254;13686;7680;13340;9527;21721;20147;23513;12228;13598;21681;16565;11868;16548;4843;6859;5391;9378;0;20843;21454;13416;21886;29673;22834;23681;21780;14525;22415;12771;3057;12689;27467;29839;26059;34471;23753;22604;31514;11863;29643;32926;5273;47695;3958;8276;16516;28684;5952;29611;18577;30640;33115;28450;21805;25435;9944;26774;31628;24370;23696;39074;21510;25784;23810;34190;30453;20444;33058;24264;34278;23035;24473;22245;23332;32765
Cidade Nova;5145;22024;19815;15356;19011;17740;18558;21047;19953;20761;18235;24986;17546;17677;22609;23918;20326;16184;19660;22865;31863;23382;19954;26708;18084;16363;20521;21623;26051;26151;32612;24744;22007;30033;19626;26353;13386;17930;10012;31301;9990;20770;13168;34951;17196;30622;18995;56476;15723;12850;20084;37443;23133;21576;10091;13085;15451;45602;29515;22320;65126;32235;41930;16710;34730;10479;9577;17885;14283;12721;13510;20979;25363;10739;19726;30154;21709;16109;47001;57527;9189;10145;27538;7736;17307;4703;6076;53820;10961;7991;16978;6892;9748;4178;3027;2996;7334;6902;4995;5467;9047;5967;25111;27127;17195;10579;21915;0;2124;6296;3826;8295;3444;4291;1971;5931;1714;9030;24050;7694;6559;6787;5526;54886;44168;13403;5870;32277;6321;9089;27265;69312;26363;33541;36930;8326;26367;9253;38991;10282;9130;8092;23020;11390;30358;10906;11270;18200;14074;59488;41925;13267;17640;54604;50868;6251;27381;3748;49457;38214;39652;40973;38511;53179
Praça da Bandeira;5787;22054;19845;15386;19041;17770;18587;21077;19983;20791;18265;25016;17576;17707;22639;23948;20356;16213;19690;22895;31892;23411;19983;26738;18114;16393;20550;21653;26081;26181;32642;24774;22037;30063;19656;26383;13416;17960;10042;31331;10020;20799;13198;34981;17226;18557;19025;56506;15753;12880;20114;37473;17390;21606;10121;13115;15481;45632;29544;16577;65156;32265;41960;16740;20157;8565;7656;17915;14313;12751;11385;15236;19620;8615;13070;30184;15966;16139;47031;57557;7065;8021;18470;5815;10177;2579;3952;53850;8836;5867;10353;4768;7623;5729;3669;4743;5210;4778;5689;3343;6923;3843;25141;27157;17225;8455;21945;2072;0;4172;1702;10482;3774;4621;2720;4864;3644;6905;24080;5570;7366;8728;7467;54915;44198;12723;11489;32307;9618;11030;27295;69342;26393;33571;36960;8659;26396;9586;39021;10615;14204;8425;23354;11724;30388;11240;11604;18534;14408;59518;41954;13601;17974;54634;50898;6281;27411;5494;49487;38244;39681;41003;38541;53209
Vila Isabel;9362;25353;23145;18685;22340;21069;21887;20903;23282;21988;21564;18306;18772;21006;16939;18372;23655;17410;22989;13900;25273;17300;23283;19537;15804;12637;23850;24952;19462;19561;26023;18154;14981;23443;14368;16704;10151;12671;10951;24711;12864;15511;10138;28362;11937;15722;13736;49887;10464;8975;14825;30853;14555;16317;9208;7826;10192;39013;16776;13742;58537;20823;35340;11451;17323;6820;8174;12626;9353;9219;8551;12401;16786;5812;10235;21613;13131;11178;40411;50937;4262;5186;18996;6329;7342;5093;6466;47231;6001;3827;7518;5602;4789;9303;7244;8317;2375;3746;9264;2775;2974;6575;16569;18585;12265;5620;12417;5647;5679;0;3331;14056;7349;6658;6294;3161;7219;3703;14472;2277;10941;12302;11042;49955;39237;11239;15064;27347;13193;14605;22335;63179;15261;20003;32000;12234;21436;13161;34061;14190;17779;12000;15065;15299;25428;14814;15178;13582;17983;54558;36994;17175;21549;49674;45938;9855;20792;9069;42867;31624;33062;34383;31921;48249
Maracanã;8403;24669;22461;18001;21657;20386;21203;23692;22598;23407;20880;27631;20191;20322;25254;26563;22971;18829;22305;15925;34508;26027;22599;29353;20729;19008;23166;24268;28697;28796;35258;27389;24652;32678;16393;28998;11188;14696;9714;33946;12635;17536;10971;37597;13962;17779;15761;59121;12489;10924;16850;40088;16612;16264;7912;9851;12217;48248;16723;15799;67772;34880;44575;13476;19379;7787;6878;14651;10020;10794;10607;14458;18842;7837;12292;24095;15187;10898;49646;60172;6287;7243;17691;5037;9398;4134;5507;56466;8058;5089;9575;3989;6845;8344;6285;7358;4432;4000;8304;2564;5457;5398;19052;21068;11078;7677;14899;4687;4720;2877;0;13097;6389;5557;5335;3459;6260;5600;22123;4117;9982;11343;10083;52959;42241;11318;14104;30351;12233;13645;25338;71957;17744;22485;35004;11275;24440;12202;37064;13230;16820;11040;15144;14339;28432;13855;14219;21149;17023;57562;39998;16216;20589;52678;48941;8896;30026;8109;52102;40859;42297;43618;41156;51252
Glória;9013;26172;23964;19504;23160;21889;22706;25195;24101;24910;22383;29134;21694;21825;26757;28066;24474;20332;23808;27013;36011;27530;24102;30856;22232;20511;24669;25771;30200;30299;36761;28892;26155;34181;23775;30501;17534;22078;14160;35449;14138;24918;17316;39100;21344;34770;23143;60624;19871;16998;24232;41591;27281;25724;14239;17233;19599;49751;33663;26468;69274;36383;46078;20858;38878;14627;13742;22033;18431;16869;21731;25127;29512;18742;23874;34302;25857;20257;51149;61675;14491;19206;31686;11900;21455;8856;12093;57969;19992;14047;21126;12948;14633;5765;6895;3918;12219;11787;5725;10352;13932;12900;29259;31275;21343;15464;26064;6474;7013;11181;8711;0;9662;7344;8608;11873;6150;13915;28198;12579;5002;7374;7575;59034;48316;19732;7919;36425;8411;10461;31413;73460;30512;37689;41079;10212;30515;13102;43139;10777;10649;11875;26737;15240;34506;14623;14345;21917;17791;63636;46073;17117;21357;58752;55016;10365;31529;3151;53605;42362;43800;45121;42659;57327
Rio Comprido;7452;22797;20588;16129;19784;18513;19330;21820;20725;21534;19008;25759;18319;18450;23382;24691;21099;16956;20433;23638;32635;24154;20726;27480;18857;17136;21293;22396;26824;26924;33385;25517;22780;30806;20399;27126;14159;18703;10785;32074;10763;21542;13941;35724;17969;31395;19768;57249;16495;13623;20857;38216;19769;22349;10864;13858;16223;46375;30287;18956;65899;33008;42703;17483;35503;11252;10350;18657;15056;13493;13764;17615;21999;10994;15449;30927;18345;16882;47773;58300;9444;10400;28311;8509;12555;4958;6331;54593;11215;8246;12732;7147;10002;6485;5334;5966;7589;7157;7302;5721;9302;6221;25884;27900;17968;10834;22688;2836;2379;6551;4081;10076;0;2142;2631;7243;3466;9284;24822;7949;8152;8380;4382;55658;44941;13701;5709;33050;8213;10682;28038;70085;27136;34313;37703;7254;27139;8181;39764;9210;12799;7020;21949;10319;31131;9834;10199;17129;13003;60261;42697;12196;16569;55377;51641;7023;28154;6717;50230;38987;40424;41746;39284;53952
Santa Teresa;7846;24118;21910;17451;21106;19835;20652;23142;22047;22856;20329;27081;19640;19771;24703;26013;22421;18278;21754;24960;33957;25476;22048;28802;20179;18457;22615;23718;28146;28245;34707;26838;24101;32127;21721;28448;15481;20024;12107;33396;12084;22864;15263;37046;19290;32716;21089;58571;17817;14944;22178;39537;21090;23670;12185;15179;17545;47697;31609;20278;67221;34330;44024;18805;36824;12573;11671;19979;16378;14815;15086;18937;23321;12316;16770;32249;19666;18203;49095;59621;10765;11722;29632;9830;13877;6279;7652;55915;12537;9567;14054;8468;11324;6879;5728;6483;8910;8478;7696;7043;10623;7543;27205;29222;19290;12156;24010;4736;3701;7873;5403;9650;3695;0;3858;8564;4459;10606;26144;9270;3998;5262;2493;56980;46262;15613;3820;34372;5485;8253;29359;71407;28458;35635;39025;8209;28461;9136;41085;10165;8293;7975;22904;11274;32453;10789;11154;18083;13958;61583;44019;13151;17524;56699;52962;8345;29476;4869;51551;40309;41746;43067;40605;55273
Estácio;6013;24927;22718;18259;21914;20643;21461;23950;22856;23390;21138;27615;22465;20580;25238;28360;23229;18812;22563;23812;34491;26010;22857;29336;20713;18992;23424;24526;28680;28780;35241;27373;24636;32662;24280;28982;18039;22583;12641;33930;12893;25423;17822;37580;21849;33251;23648;59105;20376;17503;24737;40071;21910;26229;14744;17738;20104;48231;26688;21097;67755;34864;44559;21363;37359;15132;12206;22538;18936;17374;15906;19756;24141;13135;17590;34808;20486;20762;49629;60156;11585;12541;32191;10364;14697;6367;8260;56449;13356;10387;21631;9288;12144;5047;3895;4596;9730;9298;5863;7863;11443;8363;29764;31780;21849;12975;26569;2850;4524;8692;6222;8627;3787;5368;0;9384;2046;11426;28703;10090;5464;7130;5869;59539;48821;14471;6213;36931;6664;9432;31918;71941;31017;38194;41584;8130;31020;9595;43644;9600;9472;8434;23362;11733;35012;11248;11613;18542;14417;64142;46578;13609;17983;59257;55521;8879;30010;4318;52086;40843;42280;43602;41139;57832
Tijuca;9853;25217;23008;18549;22204;20933;21750;24240;23145;23954;21428;28179;20738;20869;25801;27111;23519;19376;22853;16842;35055;26574;23146;29900;21277;19556;23713;24816;29244;29344;35805;27937;25200;33225;17310;29546;13093;15613;13205;34494;13182;18453;13081;38144;14879;18664;16678;59669;13406;11917;17767;40635;17497;19259;13283;10768;13134;48795;19718;16685;68319;35428;45123;14394;20265;9762;9306;15568;12295;15913;11493;15344;19728;8754;13177;24359;16073;14121;50193;60719;7204;8128;21742;7465;10284;5452;6825;57013;8944;6769;10461;6417;7731;8886;7735;8676;5317;6428;8852;4992;5720;6716;19315;21331;15207;8562;15163;5106;4799;3579;3487;12466;5167;5659;5051;0;5886;4954;17218;2650;9303;10969;7898;52898;42180;9417;12878;30289;11007;13271;19322;72505;18007;22749;34942;10049;24379;10976;37003;12004;15593;9814;13243;13113;28370;12629;12993;11760;15797;57500;39937;14990;19363;52616;48880;9443;30574;9428;52650;41407;42844;44166;41703;51191
Catumbi;5387;24300;22092;17632;21288;20017;20834;23323;22229;22763;20511;26988;21839;19953;24611;27734;22602;18186;21936;23185;33865;25384;22230;28710;20086;18365;22797;23899;28053;28153;34614;26746;24009;32035;23653;28355;17413;21956;12014;33303;12266;24796;17195;36953;21222;32624;23021;58478;19749;16877;24110;39445;21283;25602;14117;17111;19477;47604;26061;20471;67128;34237;43932;20737;36732;14506;11579;21911;18310;16747;15279;19130;23514;12509;16963;34181;19859;20135;49003;59529;10958;11915;31564;9738;14070;5740;7633;55822;12730;9760;21004;8661;11517;4420;3269;3970;9103;8671;5237;7236;10816;7736;29138;31154;21222;12349;25942;2223;3897;8066;5596;8000;4485;3972;3790;8757;0;10799;28076;9463;4837;6503;5243;58912;48194;14989;5586;36304;6037;8805;31291;71314;30390;37567;40957;7503;30393;12338;43017;8973;8846;11177;26106;14476;34385;13992;14356;21286;17160;63515;45951;16353;20726;58631;54894;8253;29383;3691;51459;40216;41654;42975;40513;57205
Grajaú;12102;28369;26160;21701;25356;24085;24902;27392;26297;27106;24580;20938;23890;24021;19570;21003;26671;22528;26005;16531;22894;19931;26298;22169;18436;15269;26865;27968;22093;22193;23644;20786;17613;21064;16999;19335;12783;15302;13582;21431;15496;18142;12770;24474;14568;16946;16368;47731;13095;11606;15429;26935;15779;15431;11840;10458;12823;36857;15890;14966;56381;22047;33185;14083;18546;9452;10806;15257;9188;11850;9774;13625;18009;8443;11459;22689;14354;10065;38255;48781;6893;7148;20072;8961;8565;7833;9206;45075;7225;6458;8742;8234;6012;12044;9984;11057;5007;6377;12004;5515;4050;9206;17645;19661;10245;6844;13493;8387;8420;3842;6071;16797;10089;9398;9035;4086;9959;0;15548;2249;13681;15043;13782;46962;36244;12164;17804;24354;15933;17345;17652;60186;16337;21079;29007;14974;17648;15901;31067;16930;20519;14740;15990;18039;22435;17554;17919;14508;20723;51565;34001;19915;24289;46681;42944;12595;23423;11809;40712;29469;30906;32228;29765;45256
Pechincha;22980;30518;28309;23850;27505;26234;27052;26068;28447;27153;26729;23117;23937;26171;21749;23182;28820;22575;28154;18710;19873;22110;28448;24348;20615;18753;29015;30117;20796;32543;20623;14383;19792;18044;19178;12844;15274;17481;16116;14585;18029;11977;16254;13957;16747;11635;18546;39168;15274;14097;9930;16418;8632;9933;14507;12637;15002;28294;10392;9656;47818;13066;21072;16262;10062;13291;15843;9123;10337;11397;9427;8117;7191;13270;9238;7756;6363;9521;29692;40218;14124;11991;5140;15264;7521;20905;18207;36512;9969;14401;8395;14055;10242;22435;20862;24228;12943;14313;22396;17280;12582;17263;2713;4729;6105;10093;2209;21558;22168;15132;22601;30388;23549;24396;22495;16241;23130;14487;0;14404;28182;30554;26774;33431;22713;27573;32229;10823;30357;33641;2806;46655;4651;6146;15476;29399;4912;30326;17536;31355;33830;29165;20765;24395;8904;25734;32343;23330;22655;38034;20470;24744;22770;33149;29413;21158;14572;24979;32148;20906;22343;20115;21202;31724
Andaraí;10950;27217;25008;20549;24204;22933;23750;21026;25145;22112;23428;20497;18896;22869;19129;20562;25519;17534;24852;16090;23065;19491;25146;21728;17995;17713;25713;26816;27402;27501;23815;26094;17172;21235;16558;18895;12342;14862;13141;21602;15182;17701;12329;24646;14128;17117;15927;57827;12655;11165;15600;27107;15950;15603;9711;10017;12382;46953;16062;15137;66477;22219;43280;13642;18718;9011;8676;14816;9359;11410;9946;13796;18181;8002;11630;22860;14526;10237;48351;58877;6452;7320;20243;8520;8737;6681;8054;55171;7396;6017;8913;5788;6184;10892;8832;9905;4566;5798;10852;4363;4222;7112;17817;19833;10416;7015;13664;7235;7268;3550;4919;15644;7482;7973;7882;2315;8807;2216;15720;0;12529;13890;10213;47134;36416;10393;16652;24525;14781;16193;17824;60358;16509;21250;29178;13822;17819;14749;31239;15778;19367;13588;14219;16887;22606;16402;16767;12737;19571;51736;34173;18763;17760;46852;43116;11443;28732;10657;50807;39564;41002;42323;39861;45427
Catete;8364;27278;25069;20610;24265;22994;23811;26301;25206;25741;23489;29966;24816;22930;27588;30711;25580;21163;24913;26162;36842;28361;25207;31687;23064;21342;25774;26877;31031;31130;37592;29723;26986;35012;26630;31332;20390;24934;14991;36280;15243;27773;20172;39931;24200;35601;25999;61456;22726;19854;27088;42422;24261;28580;17095;20089;22454;50582;29038;23448;70106;37215;46909;23714;39709;17483;14556;24888;21287;19724;18256;22107;26491;15486;19941;37158;22836;23112;51980;62506;13936;14892;34542;12715;17047;8718;10610;58800;15707;12738;23982;11638;14494;7397;6246;4179;12081;11649;8214;10213;13794;10713;32115;34131;24199;15326;28919;5246;6874;11043;8573;6396;9524;4583;6813;11735;4969;13776;31053;12441;0;2688;3364;61889;51171;19593;3708;39281;4583;6632;34269;74291;33367;40544;43934;5610;33370;9024;45995;6948;6821;7863;22791;11162;37362;10677;11041;17971;13846;66492;48928;13038;17412;61608;57872;11230;32361;3115;54436;43193;44631;45952;43490;60183
Flamengo;8864;29029;26820;22361;26016;24745;25562;28052;26957;27766;25240;31991;24550;24681;29614;30923;27331;23188;26665;29870;38867;30386;26958;33712;25089;23368;27525;28628;33056;33156;39617;31749;29012;37038;26631;33358;20391;24934;17017;38306;16994;27774;20173;41956;24200;37627;26000;63481;22727;19855;27089;44447;30138;28581;17095;20090;22455;52607;36519;29325;72131;39240;48935;23715;41735;17484;16598;24889;21288;19725;24588;27984;32368;21598;26730;37159;28713;23113;54005;64532;14452;22062;34542;14757;24312;9235;11145;60825;16224;13254;23983;12155;15011;6934;6746;4070;12598;12166;6894;10730;14310;11230;32116;34132;24200;15843;28920;5719;7391;11560;9090;5735;12894;5808;7286;12252;6102;14293;31054;12958;3466;0;6039;61890;51172;20110;6383;39282;6939;8988;34270;76317;33368;40545;43935;8740;33371;11630;45996;9304;9177;10403;25264;13767;37363;13150;12872;20444;16319;66493;48929;15644;19884;61609;57872;13221;34386;3005;56462;45219;46656;47978;45515;60184
Laranjeiras;7849;26763;24555;20095;23751;22480;23297;25786;24692;25226;22974;29451;24302;22416;27074;30197;25065;20648;24399;25648;36327;27846;24693;31172;22549;20828;25260;26362;30516;30616;37077;29209;26472;34498;26116;30818;19876;24419;14477;35766;14729;27259;19658;39416;23685;35087;25484;60941;22212;19339;26573;41908;23746;28065;16580;19574;21940;50067;28524;22934;69591;36700;46395;23200;39195;16968;14042;24374;20773;19210;17742;21592;25977;14972;19426;36644;22322;22598;51466;61992;13421;14377;34027;12201;16533;8203;10096;58285;15193;12223;23467;11124;13980;6883;5731;5532;11566;11134;7700;9699;13279;10199;31600;33617;23685;14811;28405;4732;6360;10528;8059;7197;9867;2658;6299;11220;4455;13262;30539;11926;2581;2809;0;49281;43629;12782;1783;38767;3032;5800;33754;62505;32853;40030;43420;6172;32856;7099;45480;5968;5841;5938;20866;9237;24946;8752;9117;16046;11921;53884;36320;11113;15487;49000;45450;10715;31846;4468;53922;42679;44116;45438;42976;47574
